ID,Date,URL,Russian Title,Original Title,Year,Rating1,Rating2,Is Series
"tt2085059","2018-09-11","https://www.kinopoisk.ru/film/655800/","Чёрное зеркало (сериал, 2011 – ...)","Black Mirror","2011","10","10","1"
"tt3450958","2018-09-11","https://www.kinopoisk.ru/film/819281/","Планета обезьян: Война (2017)","War for the Planet of the Apes","2017","6","6","0"
"tt5580390","2018-09-11","https://www.kinopoisk.ru/film/977743/","Форма воды (2017)","The Shape of Water","2017","2","2","0"
"tt1386697","2018-09-11","https://www.kinopoisk.ru/film/468522/","Отряд самоубийц (2016)","Suicide Squad","2016","9","9","0"
"tt2119532","2018-09-11","https://www.kinopoisk.ru/film/649917/","По соображениям совести (2016)","Hacksaw Ridge","2016","10","10","0"
"tt6175394","2018-09-10","https://www.kinopoisk.ru/film/976642/","Последний богатырь (2017)","","2017","5","5","0"
"tt1253864","2018-09-10","https://www.kinopoisk.ru/film/418840/","Война Богов: Бессмертные (2011)","Immortals","2011","2","2","0"
"tt0048960","2018-09-10","https://www.kinopoisk.ru/film/2588/","Вокруг Света за 80 дней (1956)","Around the World in Eighty Days","1956","4","4","0"
"tt0338751","2018-09-10","https://www.kinopoisk.ru/film/6374/","Авиатор (2004)","The Aviator","2004","5","5","0"
"tt0173840","2018-09-10","https://www.kinopoisk.ru/film/670/","Последняя фантазия (2001)","Final Fantasy: The Spirits Within","2001","7","7","0"
"tt2267968","2018-09-10","https://www.kinopoisk.ru/film/692865/","Кунг-фу Панда 3 (2016)","Kung Fu Panda 3","2016","5","5","0"
"tt2557478","2018-09-10","https://www.kinopoisk.ru/film/721154/","Тихоокеанский рубеж 2 (2018)","Pacific Rim: Uprising","2018","3","3","0"
"tt0892782","2018-09-10","https://www.kinopoisk.ru/film/280173/","Монстры против пришельцев (2009)","Monsters vs Aliens","2009","4","4","0"
"tt3606752","2018-09-10","https://www.kinopoisk.ru/film/839646/","Тачки 3 (2017)","Cars 3","2017","7","7","0"
"tt0974015","2018-09-10","https://www.kinopoisk.ru/film/424994/","Лига справедливости (2017)","Justice League","2017","4","4","0"
"tt0389722","2018-09-10","https://www.kinopoisk.ru/film/77658/","30 дней ночи (2007)","30 Days of Night","2007","4","4","0"
"tt1343727","2018-09-10","https://www.kinopoisk.ru/film/437678/","Судья Дредд (2012)","Dredd","2012","4","4","0"
"tt0311429","2018-09-10","https://www.kinopoisk.ru/film/7975/","Лига выдающихся джентльменов (2003)","The League of Extraordinary Gentlemen","2003","6","6","0"
"tt0167190","2018-09-10","https://www.kinopoisk.ru/film/5052/","Хеллбой: Герой из пекла (2004)","Hellboy","2004","5","5","0"
"tt0250223","2018-09-10","https://www.kinopoisk.ru/film/595/","Астерикс и Обеликс: Миссия Клеопатра (2002)","Astérix & Obélix: Mission Cléopâtre","2002","4","4","0"
"tt0107048","2018-09-10","https://www.kinopoisk.ru/film/527/","День сурка (1993)","Groundhog Day","1993","6","6","0"
"tt2345759","2018-09-10","https://www.kinopoisk.ru/film/677638/","Мумия (2017)","The Mummy","2017","4","4","0"
"tt4731136","2018-09-10","https://www.kinopoisk.ru/film/915111/","Лекарство от здоровья (2017)","A Cure for Wellness","2017","1","1","0"
"tt4630562","2018-09-10","https://www.kinopoisk.ru/film/894027/","Форсаж 8 (2017)","The Fate of the Furious","2017","5","5","0"
"tt5157456","2018-09-10","https://www.kinopoisk.ru/film/707407/","Викинг (2016)","","2016","7","7","0"
"tt5442430","2018-09-10","https://www.kinopoisk.ru/film/966995/","Живое (2017)","Life","2017","1","1","0"
"tt0451279","2018-09-10","https://www.kinopoisk.ru/film/102383/","Чудо-женщина (2017)","Wonder Woman","2017","7","7","0"
"tt2250912","2018-09-10","https://www.kinopoisk.ru/film/690593/","Человек-паук: Возвращение домой (2017)","Spider‑Man: Homecoming","2017","7","7","0"
"tt5013056","2018-09-10","https://www.kinopoisk.ru/film/931677/","Дюнкерк (2017)","Dunkirk","2017","7","7","0"
"tt5282006","2018-09-10","https://www.kinopoisk.ru/film/840234/","Дуэлянт (2016)","","2016","7","7","0"
"tt4196776","2018-09-10","https://www.kinopoisk.ru/film/854942/","Джейсон Борн (2016)","Jason Bourne","2016","8","8","0"
"tt2709768","2018-09-10","https://www.kinopoisk.ru/film/743088/","Тайная жизнь домашних животных (2016)","The Secret Life of Pets","2016","4","4","0"
"tt4046784","2018-09-10","https://www.kinopoisk.ru/film/842673/","Бегущий в лабиринте: Испытание огнём (2015)","Maze Runner: The Scorch Trials","2015","4","4","0"
"tt0478970","2018-09-10","https://www.kinopoisk.ru/film/195496/","Человек-муравей (2015)","Ant‑Man","2015","6","6","0"
"tt1622979","2018-09-10","https://www.kinopoisk.ru/film/506349/","Пункт назначения 5 (2011)","Final Destination 5","2011","2","2","0"
"tt0432348","2018-09-10","https://www.kinopoisk.ru/film/86206/","Пила 2 (2005)","Saw II","2005","6","6","0"
"tt0489270","2018-09-10","https://www.kinopoisk.ru/film/184417/","Пила 3 (2006)","Saw III","2006","2","2","0"
"tt0890870","2018-09-10","https://www.kinopoisk.ru/film/271728/","Пила 4 (2007)","Saw IV","2007","2","2","0"
"tt1132626","2018-09-10","https://www.kinopoisk.ru/film/400094/","Пила 5 (2008)","Saw V","2008","2","2","0"
"tt1233227","2018-09-10","https://www.kinopoisk.ru/film/414547/","Пила 6 (2009)","Saw VI","2009","2","2","0"
"tt1477076","2018-09-10","https://www.kinopoisk.ru/film/470156/","Пила 3D (2010)","Saw 3D","2010","2","2","0"
"tt3348730","2018-09-10","https://www.kinopoisk.ru/film/810679/","Пила 8 (2017)","Jigsaw","2017","2","2","0"
"tt2333784","2018-09-10","https://www.kinopoisk.ru/film/696813/","Неудержимые 3 (2014)","The Expendables 3","2014","4","4","0"
"tt4731148","2018-09-10","https://www.kinopoisk.ru/film/840250/","Притяжение (2017)","","2017","2","2","0"
"tt2802154","2018-09-10","https://www.kinopoisk.ru/film/705356/","Левиафан (2014)","","2014","1","1","0"
"tt1414840","2018-09-10","https://www.kinopoisk.ru/film/405610/","Любовь-морковь 2 (2008)","","2008","4","4","0"
"tt0976209","2018-09-10","https://www.kinopoisk.ru/film/254776/","Любовь-морковь (2006)","","2006","4","4","0"
"tt0466043","2018-09-10","https://www.kinopoisk.ru/film/161085/","}{отт@бь)ч (2006)","","2006","2","2","0"
"tt5031896","2018-09-10","https://www.kinopoisk.ru/film/839356/","Измены (сериал, 2015)","","2015","8","8","1"
"tt0107362","2018-09-10","https://www.kinopoisk.ru/film/3513/","Последний киногерой (1993)","Last Action Hero","1993","6","6","0"
"tt0111503","2018-09-10","https://www.kinopoisk.ru/film/2219/","Правдивая ложь (1994)","True Lies","1994","7","7","0"
"tt0122768","2018-09-10","https://www.kinopoisk.ru/film/18120/","Няньки (1994)","Twin Sitters","1994","2","2","0"
"tt0133385","2018-09-10","https://www.kinopoisk.ru/film/13845/","Астерикс и Обеликс против Цезаря (1999)","Astérix & Obélix contre César","1999","3","3","0"
"tt1289401","2018-09-10","https://www.kinopoisk.ru/film/425673/","Охотники за привидениями (2016)","Ghostbusters","2016","2","2","0"
"tt0106697","2018-09-10","https://www.kinopoisk.ru/film/4827/","Разрушитель (1993)","Demolition Man","1993","6","6","0"
"tt1023481","2018-09-10","https://www.kinopoisk.ru/film/310960/","Шаг вперед 2: Улицы (2008)","Step Up 2: The Streets","2008","5","5","0"
"tt0398808","2018-09-10","https://www.kinopoisk.ru/film/78753/","Мост в Терабитию (2006)","Bridge to Terabithia","2006","4","4","0"
"tt1082868","2018-09-10","https://www.kinopoisk.ru/film/397229/","Карантин (2008)","Quarantine","2008","5","5","0"
"tt1438176","2018-09-10","https://www.kinopoisk.ru/film/467118/","Ночь страха (2011)","Fright Night","2011","2","2","0"
"tt0433362","2018-09-10","https://www.kinopoisk.ru/film/195718/","Воины света (2009)","Daybreakers","2009","5","5","0"
"tt0187738","2018-09-10","https://www.kinopoisk.ru/film/613/","Блэйд 2 (2002)","Blade II","2002","5","5","0"
"tt0320691","2018-09-10","https://www.kinopoisk.ru/film/8033/","Другой мир (2003)","Underworld","2003","4","4","0"
"tt0120611","2018-09-10","https://www.kinopoisk.ru/film/4554/","Блэйд (1998)","Blade","1998","6","6","0"
"tt2245084","2018-09-10","https://www.kinopoisk.ru/film/693126/","Город героев (2014)","Big Hero 6","2014","5","5","0"
"tt4052882","2018-09-10","https://www.kinopoisk.ru/film/928626/","Отмель (2016)","The Shallows","2016","2","2","0"
"tt4881806","2018-09-09","https://www.kinopoisk.ru/film/924311/","Мир Юрского периода 2 (2018)","Jurassic World: Fallen Kingdom","2018","8","8","0"
"tt6304162","2018-09-09","https://www.kinopoisk.ru/film/963346/","Нелюбовь (2017)","","2017","2","2","0"
"tt2368619","2018-09-09","https://www.kinopoisk.ru/film/678233/","Крутые меры (2016)","Bastille Day","2016","8","8","0"
"tt3707106","2018-09-09","https://www.kinopoisk.ru/film/841272/","Лазурный берег (2015)","By the Sea","2015","7","7","0"
"tt3521164","2018-09-09","https://www.kinopoisk.ru/film/837530/","Моана (2016)","Moana","2016","6","6","0"
"tt3501632","2018-09-09","https://www.kinopoisk.ru/film/822709/","Тор: Рагнарёк (2017)","Thor: Ragnarok","2017","8","8","0"
"tt3315342","2018-09-09","https://www.kinopoisk.ru/film/807682/","Логан (2017)","Logan","2017","9","9","0"
"tt5027774","2018-09-09","https://www.kinopoisk.ru/film/944098/","Три билборда на границе Эббинга, Миссури (2017)","Three Billboards Outside Ebbing, Missouri","2017","10","10","0"
"tt4154756","2018-09-09","https://www.kinopoisk.ru/film/843649/","Мстители: Война бесконечности (2018)","Avengers: Infinity War","2018","9","9","0"
"tt1677720","2018-09-09","https://www.kinopoisk.ru/film/538225/","Первому игроку приготовиться (2018)","Ready Player One","2018","8","8","0"
"tt5164184","2018-09-09","https://www.kinopoisk.ru/film/977435/","Невидимка (2017)","In Darkness","2017","8","8","0"
"tt1216475","2018-09-09","https://www.kinopoisk.ru/film/409013/","Тачки 2 (2011)","Cars 2","2011","7","7","0"
"tt5834262","2018-09-09","https://www.kinopoisk.ru/film/1023331/","Отель «Артемида» (2018)","Hotel Artemis","2018","2","2","0"
"tt5758778","2018-09-09","https://www.kinopoisk.ru/film/1041734/","Небоскреб (2018)","Skyscraper","2018","8","8","0"
"tt2231461","2018-09-09","https://www.kinopoisk.ru/film/666865/","Рэмпейдж (2018)","Rampage","2018","6","6","0"
"tt1365519","2018-09-09","https://www.kinopoisk.ru/film/446136/","Tomb Raider: Лара Крофт (2018)","Tomb Raider","2018","7","7","0"
"tt7632930","2018-07-06","https://www.kinopoisk.ru/film/981230/","Тренер (2018)","","2018","9","9","0"
"tt2873282","2018-06-02","https://www.kinopoisk.ru/film/762500/","Красный воробей (2018)","Red Sparrow","2018","7","7","0"
"tt5463162","2018-05-30","https://www.kinopoisk.ru/film/961715/","Дэдпул 2 (2018)","Deadpool 2","2018","10","10","0"
"tt6952604","2018-05-21","https://www.kinopoisk.ru/film/992605/","Аритмия (2017)","","2017","8","8","0"
"tt5308322","2018-05-18","https://www.kinopoisk.ru/film/1012421/","Счастливого дня смерти (2017)","Happy Death Day","2017","3","3","0"
"tt5322012","2018-05-18","https://www.kinopoisk.ru/film/997334/","Бойся своих желаний (2017)","Wish Upon","2017","1","1","0"
"tt5181852","2018-05-18","https://www.kinopoisk.ru/film/960653/","Сламбер: Лабиринты сна (2017)","Slumber","2017","8","8","0"
"tt5726086","2018-05-18","https://www.kinopoisk.ru/film/982198/","Астрал 4: Последний ключ (2018)","Insidious: The Last Key","2018","2","2","0"
"tt6964554","2018-05-18","https://www.kinopoisk.ru/film/980839/","Купи меня (2017)","","2017","6","6","0"
"tt3371366","2018-05-18","https://www.kinopoisk.ru/film/811609/","Трансформеры: Последний рыцарь (2017)","Transformers: The Last Knight","2017","3","3","0"
"tt1072748","2018-05-18","https://www.kinopoisk.ru/film/1044592/","Винчестер. Дом, который построили призраки (2018)","Winchester: The House that Ghosts Built","2018","5","5","0"
"tt1825683","2018-05-18","https://www.kinopoisk.ru/film/623250/","Чёрная Пантера (2018)","Black Panther","2018","1","1","0"
"tt2620590","2018-05-18","https://www.kinopoisk.ru/film/730709/","Техасская резня бензопилой: Кожаное лицо (2017)","Leatherface","2017","6","6","0"
"tt5837242","2018-05-18","https://www.kinopoisk.ru/film/909700/","Как Витька Чеснок вёз Лёху Штыря в дом инвалидов (2017)","","2017","8","8","0"
"tt2283362","2018-05-18","https://www.kinopoisk.ru/film/695609/","Джуманджи: Зов джунглей (2017)","Jumanji: Welcome to the Jungle","2017","7","7","0"
"tt6260342","2018-02-05","https://www.kinopoisk.ru/film/897888/","Селфи (2017)","","2017","8","8","0"
"tt0230838","2017-12-02","https://www.kinopoisk.ru/film/3795/","Сладкий ноябрь (2001)","Sweet November","2001","10","10","0"
"tt4651520","2017-09-19","https://www.kinopoisk.ru/film/905378/","Очень плохие мамочки (2016)","Bad Moms","2016","5","5","0"
"tt5109784","2017-09-19","https://www.kinopoisk.ru/film/938643/","мама! (2017)","mother!","2017","10","10","0"
"tt0455760","2017-09-17","https://www.kinopoisk.ru/film/143139/","Мертвая тишина (2006)","Dead Silence","2006","5","5","0"
"tt4695012","2017-09-17","https://www.kinopoisk.ru/film/998552/","Оно приходит ночью (2017)","It Comes at Night","2017","4","4","0"
"tt6628228","2017-09-10","https://www.kinopoisk.ru/film/945391/","Гоголь. Начало (2017)","","2017","8","8","0"
"tt2763304","2017-08-23","https://www.kinopoisk.ru/film/744776/","Т2 Трейнспоттинг (На игле 2) (2017)","T2 Trainspotting","2017","9","9","0"
"tt3717490","2017-07-02","https://www.kinopoisk.ru/film/841627/","Могучие рейнджеры (2017)","Power Rangers","2017","6","6","0"
"tt3235888","2017-07-02","https://www.kinopoisk.ru/film/804697/","Оно приходит за тобой (2014)","It Follows","2014","5","5","0"
"tt5161058","2017-07-02","https://www.kinopoisk.ru/film/946883/","Гуляй, Вася! (2016)","","2016","8","8","0"
"tt5052448","2017-07-02","https://www.kinopoisk.ru/film/944708/","Прочь (2017)","Get Out","2017","9","9","0"
"tt6679360","2017-06-05","https://www.kinopoisk.ru/film/1043713/","Он вам не Димон (2017)","","2017","1","1","0"
"tt1972591","2017-05-30","https://www.kinopoisk.ru/film/824437/","Меч короля Артура (2017)","King Arthur: Legend of the Sword","2017","10","10","0"
"tt4501244","2017-05-26","https://www.kinopoisk.ru/film/930000/","Почему он? (2016)","Why Him?","2016","6","6","0"
"tt3289956","2017-05-26","https://www.kinopoisk.ru/film/807313/","Демон внутри (2016)","The Autopsy of Jane Doe","2016","6","6","0"
"tt1790809","2017-05-26","https://www.kinopoisk.ru/film/575180/","Пираты Карибского моря: Мертвецы не рассказывают сказки (2017)","Pirates of the Caribbean: Dead Men Tell No Tales","2017","10","10","0"
"tt4600952","2017-05-12","https://www.kinopoisk.ru/film/841813/","Защитники (2017)","","2017","1","1","0"
"tt0498381","2017-05-12","https://www.kinopoisk.ru/film/252279/","Звонки (2016)","Rings","2016","3","3","0"
"","2017-05-12","https://www.kinopoisk.ru/film/984360/","Невеста (2017)","","2017","6","","0"
"tt1293847","2017-05-11","https://www.kinopoisk.ru/film/428709/","Три икса: Мировое господство (2016)","xXx: Return of Xander Cage","2016","4","4","0"
"tt3896198","2017-05-07","https://www.kinopoisk.ru/film/841263/","Стражи Галактики. Часть 2 (2017)","Guardians of the Galaxy Vol. 2","2017","9","9","0"
"tt3631112","2017-04-03","https://www.kinopoisk.ru/film/928391/","Девушка в поезде (2016)","The Girl on the Train","2016","4","4","0"
"tt1399683","2017-04-03","https://www.kinopoisk.ru/film/455627/","Зимняя кость (2010)","Winter's Bone","2010","6","6","0"
"tt1430607","2017-04-03","https://www.kinopoisk.ru/film/464090/","Секретная служба Санта-Клауса (2011)","Arthur Christmas","2011","3","3","0"
"tt3393786","2017-04-03","https://www.kinopoisk.ru/film/817245/","Джек Ричер 2: Никогда не возвращайся (2016)","Jack Reacher: Never Go Back","2016","5","5","0"
"tt4972582","2017-04-02","https://www.kinopoisk.ru/film/930534/","Сплит (2017)","Split","2017","8","8","0"
"tt2094766","2017-01-06","https://www.kinopoisk.ru/film/690615/","Кредо убийцы (2016)","Assassin's Creed","2016","8","8","0"
"tt1355644","2016-12-26","https://www.kinopoisk.ru/film/470689/","Пассажиры (2016)","Passengers","2016","9","9","0"
"tt0475784","2016-12-17","https://www.kinopoisk.ru/film/195523/","Мир Дикого Запада (сериал, 2016 – 2022)","Westworld","2016","6","6","1"
"tt1211837","2016-12-16","https://www.kinopoisk.ru/film/409600/","Доктор Стрэндж (2016)","Doctor Strange","2016","7","7","0"
"tt2788732","2016-12-16","https://www.kinopoisk.ru/film/756799/","Пит и его дракон (2016)","Pete's Dragon","2016","5","5","0"
"tt5031998","2016-12-16","https://www.kinopoisk.ru/film/932512/","Коллектор (2016)","","2016","9","9","0"
"tt1924396","2016-12-16","https://www.kinopoisk.ru/film/681849/","Лучшее предложение (2012)","La migliore offerta","2012","8","8","0"
"tt2660888","2016-12-12","https://www.kinopoisk.ru/film/734349/","Стартрек: Бесконечность (2016)","Star Trek Beyond","2016","6","6","0"
"tt3531824","2016-12-12","https://www.kinopoisk.ru/film/889091/","Нерв (2016)","Nerve","2016","6","6","0"
"tt6070530","2016-12-12","https://www.kinopoisk.ru/film/948999/","Жених (2016)","","2016","4","4","0"
"tt3522806","2016-12-12","https://www.kinopoisk.ru/film/837525/","Механик: Воскрешение (2016)","Mechanic: Resurrection","2016","7","7","0"
"tt3263904","2016-12-12","https://www.kinopoisk.ru/film/805650/","Чудо на Гудзоне (2016)","Sully","2016","10","10","0"
"tt3183660","2016-12-12","https://www.kinopoisk.ru/film/797840/","Фантастические твари и где они обитают (2016)","Fantastic Beasts and Where to Find Them","2016","9","9","0"
"tt2277860","2016-12-12","https://www.kinopoisk.ru/film/692957/","В поисках Дори (2016)","Finding Dory","2016","6","6","0"
"tt5207204","2016-12-12","https://www.kinopoisk.ru/film/764465/","28 панфиловцев (2016)","","2016","10","10","0"
"tt0272152","2016-10-03","https://www.kinopoisk.ru/film/723/","Планета Ка-Пэкс (2001)","K‑PAX","2001","9","9","0"
"tt0400717","2016-10-02","https://www.kinopoisk.ru/film/77465/","Сезон охоты (2006)","Open Season","2006","6","6","0"
"tt2381991","2016-10-02","https://www.kinopoisk.ru/film/680394/","Белоснежка и Охотник 2 (2016)","The Huntsman: Winter's War","2016","5","5","0"
"tt3464902","2016-10-02","https://www.kinopoisk.ru/film/819846/","Лобстер (2015)","The Lobster","2015","8","8","0"
"tt1850397","2016-10-02","https://www.kinopoisk.ru/film/581952/","Лофт (2013)","The Loft","2013","5","5","0"
"tt3174376","2016-10-02","https://www.kinopoisk.ru/film/798086/","Сомния (2014)","Before I Wake","2014","3","3","0"
"tt0780504","2016-09-29","https://www.kinopoisk.ru/film/276598/","Драйв (2011)","Drive","2011","6","6","0"
"tt1712261","2016-09-29","https://www.kinopoisk.ru/film/565861/","Три девятки (2015)","Triple 9","2015","1","1","0"
"tt3381008","2016-09-29","https://www.kinopoisk.ru/film/817481/","Братья из Гримсби (2016)","Grimsby","2016","4","4","0"
"tt3410834","2016-09-29","https://www.kinopoisk.ru/film/817931/","Дивергент, глава 3: За стеной (2016)","The Divergent Series: Allegiant","2016","2","2","0"
"tt1974419","2016-09-29","https://www.kinopoisk.ru/film/623721/","Неоновый демон (2016)","The Neon Demon","2016","7","7","0"
"tt3385516","2016-09-29","https://www.kinopoisk.ru/film/814016/","Люди Икс: Апокалипсис (2016)","X‑Men: Apocalypse","2016","8","8","0"
"tt3110958","2016-09-29","https://www.kinopoisk.ru/film/786958/","Иллюзия обмана 2 (2016)","Now You See Me 2","2016","4","4","0"
"tt1489889","2016-09-29","https://www.kinopoisk.ru/film/472105/","Полтора шпиона (2016)","Central Intelligence","2016","7","7","0"
"tt6844328","2016-09-29","https://www.kinopoisk.ru/film/974203/","Спарта (2016)","","2016","3","3","0"
"tt4034354","2016-09-29","https://www.kinopoisk.ru/film/918087/","Человек-швейцарский нож (2016)","Swiss Army Man","2016","9","9","0"
"tt4080728","2016-09-15","https://www.kinopoisk.ru/film/848894/","Вторая жизнь Уве (2015)","En man som heter Ove","2015","10","10","0"
"tt5595168","2016-09-14","https://www.kinopoisk.ru/film/970742/","Кингсглейв: Последняя фантазия XV (2016)","Kingsglaive: Final Fantasy XV","2016","8","8","0"
"tt2674426","2016-09-14","https://www.kinopoisk.ru/film/807318/","До встречи с тобой (2016)","Me Before You","2016","6","6","0"
"tt3040964","2016-09-14","https://www.kinopoisk.ru/film/779024/","Книга джунглей (2016)","The Jungle Book","2016","4","4","0"
"tt2005151","2016-09-14","https://www.kinopoisk.ru/film/602749/","Парни со стволами (2016)","War Dogs","2016","8","8","0"
"tt3011894","2016-09-14","https://www.kinopoisk.ru/film/775727/","Дикие истории (2014)","Relatos salvajes","2014","8","8","0"
"tt3949660","2016-09-03","https://www.kinopoisk.ru/film/841518/","Черепашки-ниндзя 2 (2016)","Teenage Mutant Ninja Turtles: Out of the Shadows","2016","9","9","0"
"tt3498820","2016-09-01","https://www.kinopoisk.ru/film/822708/","Первый мститель: Противостояние (2016)","Captain America: Civil War","2016","7","7","0"
"tt1502712","2016-08-27","https://www.kinopoisk.ru/film/471642/","Фантастическая четвёрка (2015)","Fantastic Four","2015","1","1","0"
"tt3799694","2016-08-27","https://www.kinopoisk.ru/film/841152/","Славные парни (2016)","The Nice Guys","2016","9","9","0"
"tt4094724","2016-08-27","https://www.kinopoisk.ru/film/843907/","Судная ночь 3 (2016)","The Purge: Election Year","2016","2","2","0"
"tt0918940","2016-08-27","https://www.kinopoisk.ru/film/462491/","Тарзан. Легенда (2016)","The Legend of Tarzan","2016","4","4","0"
"tt1985949","2016-08-08","https://www.kinopoisk.ru/film/609618/","Angry Birds в кино (2016)","The Angry Birds Movie","2016","7","7","0"
"tt1715336","2016-08-08","https://www.kinopoisk.ru/film/566311/","Экстрасенс 2: Лабиринты разума (2013)","Mindscape","2013","5","5","0"
"tt1567437","2016-08-08","https://www.kinopoisk.ru/film/493390/","Голоса (2014)","The Voices","2014","4","4","0"
"tt4786282","2016-08-08","https://www.kinopoisk.ru/film/919515/","И гаснет свет... (2016)","Lights Out","2016","3","3","0"
"tt2975590","2016-06-30","https://www.kinopoisk.ru/film/770631/","Бэтмен против Супермена: На заре справедливости (2016)","Batman v Superman: Dawn of Justice","2016","4","4","0"
"tt0898367","2016-06-29","https://www.kinopoisk.ru/film/395523/","Дорога (2009)","The Road","2009","5","5","0"
"tt1187064","2016-06-29","https://www.kinopoisk.ru/film/406403/","Треугольник (2009)","Triangle","2009","5","5","0"
"tt0479884","2016-06-27","https://www.kinopoisk.ru/film/180609/","Адреналин (2006)","Crank","2006","6","6","0"
"tt2394140","2016-06-27","https://www.kinopoisk.ru/film/566575/","Закрытая школа (сериал, 2011 – 2012)","","2011","5","5","1"
"tt0988045","2016-06-27","https://www.kinopoisk.ru/film/420923/","Шерлок Холмс (2009)","Sherlock Holmes","2009","9","9","0"
"tt2361509","2016-06-27","https://www.kinopoisk.ru/film/677893/","Стажёр (2015)","The Intern","2015","8","8","0"
"tt1754656","2016-06-27","https://www.kinopoisk.ru/film/572553/","Маленький принц (2015)","Le petit prince","2015","7","7","0"
"tt3567288","2016-06-27","https://www.kinopoisk.ru/film/838043/","Визит (2015)","The Visit","2015","9","9","0"
"tt5644006","2016-06-27","https://www.kinopoisk.ru/film/933852/","Маршрут построен (2016)","","2016","3","3","0"
"tt3520290","2016-06-10","https://www.kinopoisk.ru/film/827938/","Шальное ранение (2015)","Blunt Force Trauma","2015","1","1","0"
"tt3072482","2016-06-09","https://www.kinopoisk.ru/film/778218/","Хардкор (2015)","","2015","8","8","0"
"tt1182345","2016-06-08","https://www.kinopoisk.ru/film/406671/","Луна 2112 (2009)","Moon","2009","6","6","0"
"tt2948356","2016-06-03","https://www.kinopoisk.ru/film/775276/","Зверополис (2016)","Zootopia","2016","9","9","0"
"tt0803096","2016-06-03","https://www.kinopoisk.ru/film/277328/","Варкрафт (2016)","Warcraft","2016","10","10","0"
"tt2554274","2016-05-21","https://www.kinopoisk.ru/film/721153/","Багровый пик (2015)","Crimson Peak","2015","3","3","0"
"tt1798684","2016-05-21","https://www.kinopoisk.ru/film/573990/","Левша (2015)","Southpaw","2015","5","5","0"
"tt1355683","2016-05-21","https://www.kinopoisk.ru/film/736205/","Черная месса (2015)","Black Mass","2015","8","8","0"
"tt0110357","2016-05-21","https://www.kinopoisk.ru/film/2360/","Король Лев (1994)","The Lion King","1994","9","9","0"
"tt0162222","2016-05-21","https://www.kinopoisk.ru/film/627/","Изгой (2000)","Cast Away","2000","8","8","0"
"tt0099088","2016-05-21","https://www.kinopoisk.ru/film/7103/","Назад в будущее 3 (1990)","Back to the Future Part III","1990","7","7","0"
"tt0053291","2016-05-21","https://www.kinopoisk.ru/film/356/","В джазе только девушки (1959)","Some Like It Hot","1959","8","8","0"
"tt0245429","2016-05-21","https://www.kinopoisk.ru/film/370/","Унесённые призраками (2001)","Sen to Chihiro no kamikakushi","2001","8","8","0"
"tt0401792","2016-05-21","https://www.kinopoisk.ru/film/77443/","Город грехов (2005)","Sin City","2005","4","4","0"
"tt0120338","2016-05-21","https://www.kinopoisk.ru/film/2213/","Титаник (1997)","Titanic","1997","7","7","0"
"tt0088763","2016-05-21","https://www.kinopoisk.ru/film/476/","Назад в будущее (1985)","Back to the Future","1985","7","7","0"
"tt1130884","2016-05-21","https://www.kinopoisk.ru/film/397667/","Остров проклятых (2009)","Shutter Island","2009","8","8","0"
"tt0817230","2016-05-21","https://www.kinopoisk.ru/film/313338/","День Святого Валентина (2010)","Valentine's Day","2010","4","4","0"
"tt3322312","2016-05-21","https://www.kinopoisk.ru/film/817509/","Сорвиголова (сериал, 2015 – 2018)","Daredevil","2015","5","5","1"
"tt1121096","2016-05-21","https://www.kinopoisk.ru/film/408396/","Седьмой сын (2014)","Seventh Son","2014","2","2","0"
"tt1727776","2016-05-21","https://www.kinopoisk.ru/film/568789/","Скауты против зомби (2015)","Scouts Guide to the Zombie Apocalypse","2015","7","7","0"
"tt1083452","2016-05-20","https://www.kinopoisk.ru/film/394619/","Эдди «Орёл» (2015)","Eddie the Eagle","2015","8","8","0"
"tt0814685","2016-05-19","https://www.kinopoisk.ru/film/266142/","Граница (2007)","Frontière(s)","2007","5","5","0"
"tt1179933","2016-05-18","https://www.kinopoisk.ru/film/843463/","Кловерфилд, 10 (2016)","10 Cloverfield Lane","2016","9","9","0"
"tt1687901","2016-05-18","https://www.kinopoisk.ru/film/542668/","Экстрасенс (2011)","The Awakening","2011","6","6","0"
"tt1053424","2016-05-18","https://www.kinopoisk.ru/film/391277/","Потрошители (2009)","Repo Men","2009","8","8","0"
"tt2870612","2016-05-17","https://www.kinopoisk.ru/film/762501/","Париж: Город мёртвых (2014)","As Above, So Below","2014","3","3","0"
"tt2025690","2016-05-17","https://www.kinopoisk.ru/film/608559/","И грянул шторм (2016)","The Finest Hours","2016","6","6","0"
"tt5756530","2016-05-15","https://www.kinopoisk.ru/film/705353/","Коробка (2015)","","2015","6","6","0"
"tt1727770","2016-05-15","https://www.kinopoisk.ru/film/568258/","Всё могу (2015)","Absolutely Anything","2015","7","7","0"
"tt2058673","2016-05-15","https://www.kinopoisk.ru/film/623658/","На гребне волны (2015)","Point Break","2015","7","7","0"
"tt1291570","2016-05-13","https://www.kinopoisk.ru/film/463070/","Экстрасенсы (2014)","Solace","2014","9","9","0"
"tt5653294","2016-04-23","https://www.kinopoisk.ru/film/839818/","Экипаж (2016)","","2016","8","8","0"
"tt3170832","2016-04-11","https://www.kinopoisk.ru/film/798068/","Комната (2015)","Room","2015","9","9","0"
