"№","Название","Скидка/Список","ID игры","Платформа","Предзаказ","Обычная цена","Цены изданий","Рус. озвучка","Рус. текст","Подписки","Ссылка","Дата релиза","Жанр","PEGI"
"2364","Hellsweeper VR","22222222","PPSA13547","PS5","Нет","849,00 TL","Standard Edition: 849,00 TL; Deluxe Edition: 1.079,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10007254","2023-09-20","Action","PEGI_18"
"2190","Guns, Gore and Cannoli","22222222","CUSA03051","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/201805","2015-12-08","Action","PEGI_16"
"2002","Chicory: A Colorful Tale","22222222","PPSA03040","PS4, PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002468","2021-06-10","Adventure","PEGI_7"
"3220","Leisure Suit Larry - Wet Dreams Don't Dry Happy","22222222","CUSA14458","PS4","Нет","1.399,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/232684","2019-06-12","Adventure","PEGI_18"
"3651","Blood Omen: Legacy of Kain","22222222","PPSA24270","PS4, PS5","Нет","349,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011076","2024-11-19","Action","PEGI_18"
"2274","The Council - Complete Season","22222222","CUSA10766","PS4","Нет","529,00 TL","The Council - Complete Season: 529,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/231166","2018-03-12","Role Playing Games","PEGI_16"
"5310","Capcom","22222222","CUSA33213","PS4","Нет","1.299,00 TL","Capcom Fighting Collection: 1.299,00 TL; Capcom Fighting Collection 1 + 2 Bundle: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10004083","2022-06-23","Fighting","PEGI_16"
"7833","Knowledge, or know Lady","22222222","PPSA30883","PS5","Нет","649,00 TL","Knowledge, or know Lady: 649,00 TL; Knowledge, or know Lady: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013320","2025-08-08","Simulation","PEGI_16"
"2900","Oxide Room 104","22222222","PPSA07653","PS5","Нет","1.049,00 TL","Oxide Room 104: 1.049,00 TL; Oxide Room 104: 879,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10004255","2022-06-16","Horror","PEGI_18"
"2489","Children of Morta","22222222","CUSA10646","PS4","Нет","949,00 TL","Complete Edition: 236,25 TL","Нет","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/231069","2019-10-14","Action","PEGI_12"
"916","Unspottable","22222222","CUSA27632","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10001076","2021-06-16","Casual","PEGI_3"
"3104","Super Meat Boy Forever","22222222","CUSA27278","PS4","Нет","215,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/234606","2021-04-15","Action","PEGI_12"
"757","WHAT THE GOLF?","22222222","PPSA07441","PS4, PS5","Нет","595,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002260","2024-03-14","Casual","PEGI_3"
"7420","How 2 Escape","22222222","PPSA15229","PS5","Нет","525,00 TL","How 2 Escape: 525,00 TL; How 2 Escape: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10007914","2023-08-30","Adventure","PEGI_7"
"1790","RAGE 2","22222222","CUSA10300","PS4","Нет","279,80 TL","Deluxe Edition: 2.499,00 TL","Да","Да","PS Plus Extra","https://store.playstation.com/en-tr/concept/229997","2019-05-13","Action","PEGI_18"
"1222","Atelier Marie Remake: The Alchemist of Salburg","22222222","PPSA10907","PS4, PS5","Нет","1.749,00 TL","Standard Edition: 1.749,00 TL; Digital Deluxe Edition: 2.275,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10006379","2023-07-12","Role Playing Games","PEGI_12"
"887","SAMURAI WARRIORS 4 Empires","22222222","CUSA03984","PS4","Нет","1.749,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229579","2016-04-07","Action","PEGI_12"
"4173","Amnesia: Rebirth","22222222","CUSA19272","PS4","Нет","999,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10000474","2020-10-19","Adventure","PEGI_18"
"2796","ClusterTruck","22222222","CUSA06489","PS4","Нет","525,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/224825","2016-09-29","Action","PEGI_3"
"7870","LABYRINTH OF THE DEMON KING","22222222","PPSA12424","PS4, PS5","Нет","699,00 TL","LABYRINTH OF THE DEMON KING: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10006880","2025-05-13","Action","PEGI_18"
"1260","Not For Broadcast","22222222","CUSA30757","PS4","Нет","875,00 TL","Standard Edition: 875,00 TL; Complete Edition: 1.399,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10003940","2023-03-23","Simulation","PEGI_18"
"3216","DOOM 64","22222222","CUSA16296","PS4","Нет","175,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234454","2020-03-19","Shooter","PEGI_16"
"1079","Furi","22222222","PPSA06146","PS4, PS5","Нет","699,00 TL","Furi: 699,00 TL; Modore Edition: 262,50 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/217102","2022-05-17","Action","PEGI_16"
"929","Lost in Random: The Eternal Die","22222222","PPSA24579","PS5","Нет","1.079,00 TL","Lost in Random: The Eternal Die: 1.079,00 TL; GODBREAKERS & Lost in Random: The Eternal Die bundle: 1.749,00 TL; Fortune Edition: 1.246,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011792","2025-06-17","Action","PEGI_7"
"3281","Onee Chanbara Origin","22222222","CUSA20273","PS4","Нет","1.749,00 TL","Onee Chanbara Origin Deluxe Edition: 2.099,00 TL","Нет","Нет","PS Plus Extra","https://store.playstation.com/en-tr/concept/10000832","2020-10-13","Action","PEGI_18"
"1301","Bendy: Lone Wolf","22222222","PPSA28609","PS4, PS5","Нет","849,00 TL","Bendy: Lone Wolf - PS4 & PS5: 849,00 TL; Bendy: Ink Demon's Collection: 1.634,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10014263","2025-08-15","Action","PEGI_12"
"1344","SILLY POLLY BEAST","22222222","PPSA32694","PS4, PS5","Нет","849,00 TL","SILLY POLLY BEAST: 849,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10016634","2025-10-28","Adventure","PEGI_16"
"5969","Death's Gambit: Afterlife","22222222","CUSA05987","PS4","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/222833","2018-08-13","Action","PEGI_16"
"2238","Mayhem Brawler","22222222","PPSA14463","PS4, PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002637","2023-05-23","Action","PEGI_12"
"2391","GOD EATER 2 Rage Burst","22222222","CUSA03370","PS4","Нет","1.749,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/213539","2016-08-29","Role Playing Games","PEGI_12"
"3898","Absolver: Downfall","22222222","CUSA06391","PS4","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/222909","2017-08-28","Action","PEGI_12"
"1520","Cafe Owner Simulator","22222222","CUSA44661","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10008941","2024-01-18","Simulation","PEGI_3"
"6280","Dungeon Defenders: Awakened","22222222","CUSA30697","PS4","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003703","2022-05-24","Strategy","PEGI_7"
"5498","Chornobyl Liquidators","22222222","PPSA25715","PS5","Нет","699,00 TL","Liquidator Hairdresser Bundle: 1.149,00 TL; Chornobyl Liquidators: 699,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10012328","2025-03-11","Adventure","PEGI_16"
"3839","30 Sport Games in 1","22222222","PPSA17626","PS5","Нет","879,00 TL","30 Sport Games in 1: 879,00 TL; 30 Sport Games in 1: 875,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008873","2023-11-05","Sport","PEGI_7"
"2495","Helicopter Flight Simulator","22222222","CUSA49761","PS4","Нет","525,00 TL","Helicopter Flight Simulator: 356,95 TL; Helicopter Flight Simulator: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011639","2024-10-14","Adventure","PEGI_3"
"1640","Warzone Chronicles: Virtual Warfare Shooter","22222222","CUSA52852","PS4","Нет","525,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013665","2025-02-10","Shooter","PEGI_16"
"2297","Top Gun Air Combat","22222222","CUSA31973","PS4","Нет","315,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004353","2022-01-21","Shooter","PEGI_7"
"5066","Bloodshed","22222222","PPSA30792","PS4, PS5","Нет","549,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10015521","2025-10-23","Action","PEGI_16"
"5072","Bloons TD 5","22222222","CUSA08065","PS4","Нет","559,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/227087","2017-10-19","Strategy","PEGI_3"
"2035","Vagrus - The Riven Realms","22222222","PPSA25220","PS5","Нет","1.259,00 TL","Extended Edition: 1.259,00 TL; Praetor Edition: 4.299,00 TL; Centurion Edition: 939,60 TL; Extended Edition: 1.259,00 TL; Praetor Edition: 3.899,00 TL; Centurion Edition: 939,60 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012079","2025-03-31","Role Playing Games","PEGI_16"
"2176","Unplugged - Air Guitar","22222222","PPSA11149","PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10006490","2023-02-21","Music/Rhythm","PEGI_12"
"7309","Hidden Cats in Christmas","22222222","PPSA34913","PS5","Нет","171,00 TL","Hidden Cats in Christmas: 171,00 TL; Hidden Cats in Christmas: 171,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017901","2026-02-04","Puzzle","PEGI_3"
"1853","Grand Rush: Highway Car Traffic Racing Simulator","22222222","CUSA48927","PS4","Нет","455,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011053","2024-08-01","Casual","PEGI_3"
"6174","DORAEMON STORY OF SEASONS","22222222","CUSA18501","PS4","Нет","1.749,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/235336","2020-09-03","Adventure","PEGI_3"
"1705","SAMURAI WARRIORS 4-II","22222222","CUSA02855","PS4","Нет","1.749,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/229580","2015-10-30","Action","PEGI_16"
"2431","Hairdresser Simulator","22222222","PPSA23595","PS5","Нет","499,00 TL","Hairdresser Simulator: 499,00 TL; Hairdresser Builder Bundle: 1.229,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10010160","2024-07-25","Simulator","PEGI_3"
"1776","I Was a Teenage Exocolonist","22222222","PPSA08519","PS4, PS5","Нет","1.079,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005431","2022-08-25","Role Playing Games","PEGI_12"
"1380","The Coma 3: Bloodlines","22222222","PPSA36381","PS4, PS5","Нет","649,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10018797","2026-04-30","Adventure","PEGI_12"
"2524","Kona","22222222","PPSA05383","PS4, PS5","Нет","525,00 TL","Kona VR Bundle: 139,80 TL; Kona: 525,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/227161","2021-12-07","Adventure","PEGI_16"
"6394","Egypt City Builder","22222222","CUSA55861","PS4","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10016167","2025-08-28","Casual","PEGI_12"
"3507","Ultros","22222222","PPSA14348","PS4, PS5","Нет","879,00 TL","Ultros (PS4 & PS5): 879,00 TL; Deluxe Edition: 1.199,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003373","2024-02-12","Adventure","PEGI_16"
"6500","Eternal Exodus","22222222","PPSA37008","PS4, PS5","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234280","2026-04-11","Role Playing Games","PEGI_7"
"2263","The Legacy of Griselda","22222222","PPSA35248","PS5","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018001","2026-02-19","Role Playing Games","PEGI_7"
"1367","WARRIORS ALL-STARS","22222222","CUSA07903","PS4","Нет","2.099,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/227168","2017-09-29","Action","PEGI_12"
"1738","TCG Card Market Simulator","22222222","PPSA31410","PS5","Нет","274,50 TL","TCG Card Market Simulator: 274,50 TL; TCG Card Market Simulator: 455,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012498","2025-08-21","Strategy","PEGI_3"
"7056","Goodnight Universe","22222222","PPSA29727","PS5","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014923","2025-11-11","Adventure","PEGI_12"
"2186","Masters Bowling HD","22222222","PPSA29514","PS5","Нет","349,00 TL","Masters Bowling HD: 349,00 TL; Masters Bowling HD: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014826","2025-04-04","Sport","PEGI_3"
"2268","Scott Pilgrim vs. The World: The Game","22222222","CUSA20078","PS4","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000698","2021-01-13","Unique","PEGI_12"
"2505","World Cup Soccer 2026","22222222","PPSA29718","PS5","Нет","245,00 TL","World Cup Soccer 2026: 245,00 TL; World Cup Soccer 2026: 245,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014906","2025-04-11","Sport","PEGI_3"
"1358","Top Gun Global War","22222222","PPSA34573","PS5","Нет","849,00 TL","Top Gun Global War: 849,00 TL; Top Gun Global War: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017701","2025-11-28","Simulation","PEGI_12"
"2472","TOSS!","22222222","PPSA16099","PS5","Нет","429,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008232","2023-09-07","Action","PEGI_3"
"6818","Fossilfuel 2","22222222","PPSA26091","PS5","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012556","2024-11-29","Horror","PEGI_18"
"7879","Laika: Aged Through Blood","22222222","PPSA17775","PS4, PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10008824","2023-12-05","Adventure","PEGI_16"
"5981","DEATH NOTE Killer Within","22222222","PPSA18709","PS4, PS5","Нет","429,00 TL","DEATH NOTE Killer Within: 429,00 TL; Special Edition: 849,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009279","2024-11-05","Strategy","PEGI_12"
"3346","Gangs of Sherwood","22222222","PPSA09255","PS5","Нет","1.049,00 TL","Lionheart Edition: 1.399,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10005683","2023-11-30","Action","PEGI_16"
"3176","Mouse Trap - The Board Game","22222222","CUSA44632","PS4","Нет","489,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10008969","2023-10-23","Family","PEGI_3"
"1750","SAMURAI SHODOWN","22222222","CUSA15963","PS4","Нет","2.099,00 TL","SAMURAI SHODOWN: 2.099,00 TL; SAMURAI SHODOWN DELUXE EDITION: 2.999,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/234055","2019-06-30","Action","PEGI_16"
"1538","Rookie Boxing","22222222","PPSA26544","PS5","Нет","349,00 TL","Rookie Boxing: 349,00 TL; Rookie Boxing: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012918","2024-10-25","Sport","PEGI_12"
"2224","THE KING OF FIGHTERS '98 ULTIMATE MATCH","22222222","CUSA04159","PS4","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/219727","2018-03-20","Fighting","PEGI_12"
"1546","BlazeRush","22222222","CUSA01813","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/200518","2015-12-14","Arcade","PEGI_7"
"1980","Easy Flight Simulator 2","22222222","PPSA33796","PS5","Нет","429,00 TL","Easy Flight Simulator 2: 429,00 TL; Easy Flight Simulator 2: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017217","2025-10-31","Simulation","PEGI_3"
"3092","Grass Cutting Simulator: Lawn Mowing Care","22222222","CUSA49413","PS4","Нет","455,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011416","2024-08-08","Family","PEGI_3"
"4067","A Gummy's Life","22222222","PPSA04347","PS4, PS5","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/232894","2021-09-23","Fighting","PEGI_7"
"2244","Enclave HD","22222222","PPSA06844","PS4, PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003459","2023-12-05","Adventure","PEGI_18"
"997","SAMURAI MAIDEN","22222222","PPSA08900","PS4, PS5","Нет","2.099,00 TL","Standard Edition: 2.099,00 TL; Deluxe Edition: 2.619,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001987","2022-12-07","Action","PEGI_12"
"7794","Kingdom's Return: Time-Eating Fruit and the Ancient Monster","22222222","PPSA34247","PS5","Нет","549,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017494","2026-04-22","Action","PEGI_3"
"1662","Defense Grid 2","22222222","CUSA00565","PS4","Нет","629,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/200917","2014-09-30","Strategy","PEGI_12"
"3869","9 Monkeys of Shaolin","22222222","CUSA16644","PS4","Нет","849,00 TL","9 Monkeys of Shaolin: 849,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/232395","2020-10-16","Action","PEGI_12"
"5296","Card-en-Ciel","22222222","PPSA22748","PS5","Нет","769,00 TL","Card-en-Ciel: 769,00 TL; Card-en-Ciel: 769,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010876","2024-10-23","Role Playing Games","PEGI_12"
"2483","BloodRayne Betrayal: Fresh Bites","22222222","PPSA03365","PS4, PS5","Нет","849,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10002331","2021-09-09","Fighting","PEGI_16"
"2743","Emily Wants to Play","22222222","CUSA06672","PS4","Нет","257,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/217065","2016-10-25","Action","PEGI_12"
"2247","Five Dates","22222222","PPSA15899","PS4, PS5","Нет","529,00 TL","Love FMV: 350,00 TL; Five Dates: 529,00 TL; FMV Comedy Bundle: 1.031,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001740","2023-05-29","Adventure","PEGI_16"
"7981","Lil' Guardsman","22222222","PPSA15881","PS4, PS5","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10004939","2024-01-23","Unique","PEGI_12"
"4959","Bibi & Tina – New adventures with horses","22222222","PPSA04955","PS5","Нет","699,00 TL","Bibi & Tina – New adventures with horses: 699,00 TL; Bibi & Tina – New adventures with horses: 699,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10003639","2022-04-14","Family","PEGI_3"
"2822","Punch Club","22222222","CUSA05472","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/221770","2017-03-30","Strategy","PEGI_12"
"4877","Baseball Dreams VR","22222222","PPSA25024","PS5","Нет","1.079,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012013","2025-10-28","Sport","PEGI_3"
"1097","The Last Camp","22222222","PPSA26287","PS5","Нет","1.079,00 TL","The Last Camp: 1.079,00 TL; Ultimate Edition: 1.299,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10012732","2025-07-11","Shooter","PEGI_16"
"2932","Windbound","22222222","CUSA17774","PS4","Нет","699,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/235103","2020-09-10","Adventure","PEGI_12"
"3231","Easy Flight Simulator","22222222","CUSA45118","PS4","Нет","175,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009168","2023-08-18","Simulation","PEGI_3"
"2971","Treasure Hunter Simulator","22222222","CUSA26876","PS4","Нет","349,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10002433","2021-07-01","Simulator","PEGI_3"
"1260","Not For Broadcast","22222222","CUSA30757","PS4","Нет","875,00 TL","Standard Edition: 875,00 TL; Complete Edition: 1.399,00 TL","Да","Да","","https://store.playstation.com/en-tr/concept/10003940","2023-03-23","Simulation","PEGI_18"
"6057","Desert Storm War FPS","22222222","PPSA36261","PS5","Нет","687,00 TL","Desert Storm War FPS: 687,00 TL; Desert Storm War FPS: 687,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10018716","2026-02-27","Action","PEGI_16"
"4865","Barista Simulator","22222222","PPSA24296","PS5","Нет","849,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10011654","2025-03-19","Simulation","PEGI_12"
"3836","34 Sports Games","22222222","PPSA21712","PS4, PS5","Нет","1.299,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10010460","2024-06-28","Sport","PEGI_7"
"1252","Felix the Cat","22222222","PPSA19226","PS4, PS5","Нет","879,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009450","2024-03-27","Action","PEGI_3"
"5980","Deathsmiles I･II","22222222","CUSA30026","PS4","Нет","1.749,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10000616","2021-12-15","Shooter","PEGI_12"
"1843","Bridge Constructor Studio","22222222","PPSA28582","PS4, PS5","Нет","515,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10014245","2025-07-17","Puzzle","PEGI_3"
"7862","Labyrinth","22222222","PPSA15298","PS5","Нет","699,00 TL","Labyrinth: 699,00 TL; Junior Labyrinth: 429,00 TL; Labyrinth: 699,00 TL; Junior Labyrinth: 429,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10007938","2023-09-13","Casual","PEGI_3"
"6070","Devil Jam","22222222","PPSA33636","PS5","Нет","343,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10017129","2026-03-25","Action","PEGI_12"
"4906","Beat Hazard Arcade","22222222","PPSA26613","PS5","Нет","649,00 TL","Standard: 649,00 TL; Standard: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10011890","2025-09-23","Shooter","PEGI_7"
"3188","PAC-MAN CHAMPIONSHIP EDITION 2","22222222","CUSA04944","PS4","Нет","549,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/222879","2016-09-12","Arcade","PEGI_3"
"2194","Rookie Table Tennis","22222222","PPSA27972","PS5","Нет","349,00 TL","Rookie Table Tennis: 349,00 TL; Rookie Table Tennis: 349,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10013825","2025-01-17","Sport","PEGI_3"
"4820","Backrooms: Partygoers","22222222","PPSA24592","PS4, PS5","Нет","419,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011798","2024-10-28","Horror","PEGI_16"
"6432","Emily Wants to Play Too","22222222","CUSA11528","PS4","Нет","343,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/231838","2018-04-23","Action","PEGI_12"
"5312","C.A.R.D.S. RPG: The Misty Battlefield","22222222","PPSA19031","PS4, PS5","Нет","1.399,00 TL","C.A.R.D.S. RPG: The Misty Battlefield PS4 & PS5: 1.399,00 TL; Deluxe Edition: 1.749,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10009379","2024-05-23","Strategy","PEGI_7"
"4630","ARCADE GAME SERIES: GALAGA","22222222","CUSA03865","PS4","Нет","139,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/218739","2016-04-20","Arcade","PEGI_3"
"2701","Valkyria Revolution","22222222","CUSA06995","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/217720","2017-06-29","Action","PEGI_16"
"2785","Masters Pool HD","22222222","PPSA30486","PS5","Нет","175,00 TL","Masters Pool HD: 175,00 TL; Masters Pool HD: 175,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10015353","2025-05-23","Simulation","PEGI_3"
"4628","Arcade Classics","22222222","CUSA15189","PS4","Нет","699,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/234006","2019-04-17","Shooter","PEGI_7"
"2047","Summer Games Beach Volley","22222222","PPSA23212","PS5","Нет","279,00 TL","Summer Games Beach Volley: 279,00 TL; Summer Games Beach Volley: 279,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011004","2024-07-05","Sport","PEGI_3"
"4942","Best Served Cold","22222222","PPSA29064","PS5","Нет","774,00 TL","Best Served Cold: 774,00 TL; Best Served Cold: 774,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10014537","2025-07-09","Adventure","PEGI_16"
"6862","Fuga: Melodies of Steel","22222222","PPSA03703","PS4, PS5","Нет","1.749,00 TL","Standard Edition: 1.749,00 TL; Fuga: Melodies of Steel 1 & 2 - Double Pack: 3.249,00 TL; Ultimate Edition: 2.999,00 TL; Deluxe Edition: 2.579,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10001520","2021-09-22","Role Playing Games","PEGI_16"
"7287","Heroine Anthem Zero 2 : Scalescars Oath","22222222","PPSA14192","PS5","Нет","1.949,00 TL","Heroine Anthem Zero 2 : Scalescars Oath: 1.949,00 TL; Heroine Anthem Zero 2 : Scalescars Oath: 1.676,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001779","2024-02-22","Role Playing Games","PEGI_12"
"7416","House","22222222","PPSA18827","PS5","Нет","601,00 TL","House: 601,00 TL; House: 601,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10009303","2024-03-28","Horror","PEGI_16"
"3313","Before We Leave","22222222","PPSA05367","PS4, PS5","Нет","629,00 TL","","Нет","Да","","https://store.playstation.com/en-tr/concept/10003780","2022-04-04","Simulation","PEGI_7"
"5685","Cozy Gardener Simulator","22222222","CUSA57136","PS4","Нет","649,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017288","2026-01-21","Adventure","PEGI_3"
"1916","Crosak","22222222","PPSA34484","PS5","Нет","774,00 TL","Crosak: 774,00 TL; Crosak: 649,00 TL","Нет","Да","","https://store.playstation.com/en-tr/concept/10017637","2025-11-28","Family","PEGI_3"
"6621","Fantasy General II: Invasion","22222222","CUSA18256","PS4","Нет","1.149,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/235365","2020-07-29","Strategy","PEGI_12"
"2684","SENRAN KAGURA Peach Beach Splash","22222222","CUSA08343","PS4","Нет","157,35 TL","SENRAN KAGURA Peach Beach Splash Sexy Soaker Edition: 1.399,00 TL; SENRAN KAGURA Peach Beach Splash: 157,35 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/222006","2017-09-21","Shooter","PEGI_16"
"6247","Dreamscapes - Nightmare's Heir","22222222","PPSA24217","PS5","Нет","849,00 TL","Dreamscapes - Nightmare's Heir: 849,00 TL; Dreamscapes - Nightmare's Heir: 649,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10011608","2026-01-15","Adventure","PEGI_12"
"1977","Formula Uno Racing","22222222","PPSA34014","PS5","Нет","429,00 TL","Formula Uno Racing: 429,00 TL; Formula Uno Racing: 429,00 TL","Нет","Нет","","https://store.playstation.com/en-tr/concept/10017333","2025-10-24","Driving/Racing","PEGI_3"
"3187","KUUKIYOMI: Consider It!","22222222","CUSA20629","PS4","Нет","193,00 TL","","Нет","Нет","","https://store.playstation.com/en-tr/concept/10001438","2020-09-27","Party","PEGI_12"
